Project Name,Package Name,Type Name,Method Name,Code Smell
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfigTest,assertWhitelistRecommendations,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfigTest,assertBlacklistRecommendations,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNumeric,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNumeric,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNumeric,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNumeric,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testDecimal,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testDecimal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testDecimal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDecimal,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDecimal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDecimal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDecimal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testDate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testDate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableDate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTime,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,testNullableTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,typeConversion,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConversionTest,typeConversion,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfigTest,testValidateTablesAndQueryMandatoryConfigPresent,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfigTest,testValidateQueryAndTablesGiven,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractIntOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractIntOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractLongOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractLongOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractDecimalOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractDecimalOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractTooLargeDecimalOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractFractionalDecimalOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractFractionalDecimalOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractWithIncColumn,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractWithIncColumn,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteriaTest,extractWithIncColumn,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testPollInterval,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testSingleUpdateMultiplePoll,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTables,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskLifecycleTest,testMultipleTablesMultiplePolls,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testBulkPeriodicLoad,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testBulkPeriodicLoad,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testBulkPeriodicLoad,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingManualCustomId,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampCustomOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampInNonUtcTimezone,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampInInvalidTimezone,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreNoVersionOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreVersionOneOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreNoVersionOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreNoVersionOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreVersionOneOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreVersionOneOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffsetsWithMultipleProtocol,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
